Number,Arrival time,X1,X2,X3,,,,,
1,8:00,10,13,23,,,,,
2,8:00,12,17,29,,,X1,X2,X3
3,8:00,11,12,23,,MEAN,11,15,26
4,8:00,8,14,22,,,,,
5,8:00,9,14,23,,,,,
6,8:00,10,14,24,,,,,
7,8:00,12,14,26,,,,,
8,8:01,9,17,27,,,,,
9,8:01,12,12,24,,,,,
10,8:01,13,12,25,,,,,
11,8:02,9,14,23,,,,,
12,8:03,13,13,26,,,,,
13,8:03,10,13,24,,,,,
14,8:04,9,12,21,,,,,
15,8:04,11,13,24,,,,,
16,8:05,12,14,26,,,,,
17,8:05,11,15,26,,,,,
18,8:05,13,16,29,,,,,
19,8:05,11,17,28,,,,,
20,8:06,9,13,22,,,,,
21,8:06,11,13,24,,,,,
22,8:06,8,16,24,,,,,
23,8:07,11,13,23,,,,,
24,8:07,13,15,28,,,,,
25,8:07,10,14,24,,,,,
26,8:08,11,14,24,,,,,
27,8:08,10,15,25,,,,,
28,8:08,10,16,26,,,,,
29,8:09,9,18,26,,,,,
30,8:09,9,15,24,,,,,
31,8:09,11,14,25,,,,,
32,8:09,12,18,30,,,,,
33,8:10,13,17,30,,,,,
34,8:10,13,14,28,,,,,
35,8:11,13,17,30,,,,,
36,8:11,10,13,23,,,,,
37,8:12,12,17,29,,,,,
38,8:12,12,13,25,,,,,
39,8:12,12,13,26,,,,,
40,8:13,12,14,26,,,,,
41,8:13,11,14,25,,,,,
42,8:13,13,14,27,,,,,
43,8:14,10,13,23,,,,,
44,8:14,8,15,24,,,,,
45,8:15,11,17,28,,,,,
46,8:15,12,14,26,,,,,
47,8:15,8,18,26,,,,,
48,8:16,13,15,28,,,,,
49,8:16,10,15,25,,,,,
50,8:16,12,15,26,,,,,
51,8:17,14,16,29,,,,,
52,8:17,11,13,24,,,,,
53,8:17,10,13,23,,,,,
54,8:18,8,15,23,,,,,
55,8:18,10,18,28,,,,,
56,8:19,13,18,30,,,,,
57,8:19,9,13,22,,,,,
58,8:20,10,17,26,,,,,
59,8:20,9,14,22,,,,,
60,8:20,10,14,24,,,,,
61,8:21,8,14,23,,,,,
62,8:21,13,15,28,,,,,
63,8:21,8,12,21,,,,,
64,8:21,13,14,27,,,,,
65,8:22,10,13,23,,,,,
66,8:23,9,16,25,,,,,
67,8:23,13,17,30,,,,,
68,8:24,12,17,29,,,,,
69,8:24,9,14,23,,,,,
70,8:24,9,16,25,,,,,
71,8:24,9,16,25,,,,,
72,8:25,9,17,26,,,,,
73,8:25,11,12,23,,,,,
74,8:25,11,13,24,,,,,
75,8:25,8,18,26,,,,,
76,8:26,8,16,24,,,,,
77,8:27,13,17,29,,,,,
78,8:27,12,13,25,,,,,
79,8:28,9,18,27,,,,,
80,8:28,13,15,28,,,,,
81,8:28,10,13,23,,,,,
82,8:29,11,17,29,,,,,
83,8:29,12,18,30,,,,,
84,8:29,14,13,27,,,,,
85,8:30,10,13,23,,,,,
86,8:30,13,15,29,,,,,
87,8:30,11,13,24,,,,,
88,8:31,9,13,21,,,,,
89,8:31,11,14,25,,,,,
90,8:32,14,15,28,,,,,
91,8:32,10,16,26,,,,,
92,8:32,14,12,26,,,,,
93,8:33,13,16,29,,,,,
94,8:33,12,12,24,,,,,
95,8:33,12,12,25,,,,,
96,8:34,9,15,24,,,,,
97,8:35,12,17,29,,,,,
98,8:35,10,16,26,,,,,
99,8:35,9,13,22,,,,,
100,8:35,13,14,27,,,,,
101,8:36,13,14,27,,,,,
102,8:36,8,17,25,,,,,
103,8:36,10,13,24,,,,,
104,8:37,9,13,22,,,,,
105,8:37,12,16,28,,,,,
106,8:37,9,14,23,,,,,
107,8:38,13,18,31,,,,,
108,8:39,11,14,25,,,,,
109,8:39,10,13,22,,,,,
110,8:40,10,17,27,,,,,
111,8:40,9,13,22,,,,,
112,8:40,10,17,27,,,,,
113,8:40,13,13,26,,,,,
114,8:41,9,16,25,,,,,
115,8:41,10,13,23,,,,,
116,8:41,10,15,25,,,,,
117,8:42,9,14,23,,,,,
118,8:42,11,13,25,,,,,
119,8:42,13,17,30,,,,,
120,8:43,12,17,29,,,,,
121,8:43,9,14,23,,,,,
122,8:44,10,13,23,,,,,
123,8:44,10,14,24,,,,,
124,8:45,11,13,24,,,,,
125,8:45,11,15,26,,,,,
126,8:45,12,15,27,,,,,
127,8:45,12,14,26,,,,,
128,8:46,14,16,30,,,,,
129,8:47,9,14,23,,,,,
130,8:47,11,16,27,,,,,
131,8:48,11,15,26,,,,,
132,8:48,8,14,22,,,,,
133,8:48,9,12,22,,,,,
134,8:48,8,13,22,,,,,
135,8:49,10,17,27,,,,,
