Number,Arrival time,X1,X2,X3,,,,,
1,08:00:00 AM,12.0410779137547,18.8717307046724,30.9128086184271,,,,,
2,08:00:00 AM,12.1347087008271,16.1955626087222,28.3302713095492,,,X1,X2,X3
3,08:00:00 AM,10.0640888698996,17.6827906125065,27.7468794824061,,MEAN,12,19,31
4,08:00:00 AM,13.8771935178686,18.8384044923246,32.7155980101932,,,,,
5,08:00:00 AM,10.9369182409131,19.5402691732536,30.4771874141667,,,,,
6,08:01:00 AM,12.353465376751,16.8664815210425,29.2199468977935,,,,,
7,08:01:00 AM,10.0399182103946,17.7770928067873,27.8170110171819,,,,,
8,08:01:00 AM,13.9985351115452,17.8234199041719,31.821955015717,,,,,
9,08:01:00 AM,12.5904110843226,20.0123294778283,32.6027405621509,,,,,
10,08:02:00 AM,10.8487807855464,19.4783776360363,30.3271584215827,,,,,
11,08:02:00 AM,11.664357432783,20.9319132053591,32.596270638142,,,,,
12,08:02:00 AM,11.3647877437666,20.165227210303,31.5300149540696,,,,,
13,08:03:00 AM,13.0621051667837,17.235816522721,30.2979216895047,,,,,
14,08:03:00 AM,13.8539994506668,16.0574968718528,29.9114963225196,,,,,
15,08:03:00 AM,10.9894100772118,21.4576250495926,32.4470351268044,,,,,
16,08:04:00 AM,11.5636463515122,20.7640003662221,32.3276467177343,,,,,
17,08:04:00 AM,12.3573717459639,18.0167851802118,30.3741569261757,,,,,
18,08:04:00 AM,13.0509964293344,20.664937284463,33.7159337137974,,,,,
19,08:05:00 AM,11.8771324808496,20.7325052644429,32.6096377452925,,,,,
20,08:05:00 AM,12.2849818414869,19.8002868739891,32.0852687154759,,,,,
21,08:06:00 AM,11.5798821985534,17.8682821131016,29.448164311655,,,,,
22,08:06:00 AM,12.606524857326,19.6010620441298,32.2075869014557,,,,,
23,08:06:00 AM,13.3918271431623,18.3385113071078,31.7303384502701,,,,,
24,08:07:00 AM,11.6418958098086,20.0777001251259,31.7195959349345,,,,,
25,08:07:00 AM,12.4702902310251,18.7290871913816,31.1993774224067,,,,,
26,08:07:00 AM,13.059175389874,20.9976500747703,34.0568254646443,,,,,
27,08:08:00 AM,10.6389355143895,17.0367748039186,27.6757103183081,,,,,
28,08:10:00 AM,12.1558275093844,18.8479262672811,31.0037537766655,,,,,
29,08:10:00 AM,13.9510483108005,21.2424695577868,35.1935178685873,,,,,
30,08:10:00 AM,12.1825617236854,18.732383190405,30.9149449140904,,,,,
31,08:10:00 AM,12.6740318002869,20.7696768089846,33.4437086092715,,,,,
32,08:10:00 AM,13.5301370281075,20.551774651326,34.0819116794336,,,,,
33,08:11:00 AM,10.3043305764946,20.279671620838,30.5840021973327,,,,,
34,08:11:00 AM,12.9516281624805,18.6082338938566,31.5598620563372,,,,,
35,08:12:00 AM,11.1057466353343,19.8788415173803,30.9845881527146,,,,,
36,08:12:00 AM,13.3381145664846,21.9170506912442,35.2551652577288,,,,,
37,08:13:00 AM,13.6092410046693,17.398602252266,31.0078432569353,,,,,
