Number,Arrival time,X1,X2,X3,,,,,
1,8:00,14,9,23,,,,,
2,8:00,16,9,25,,,X1,X2,X3
3,8:00,14,9,22,,MEAN,15,8,23
4,8:00,17,10,26,,,,,
5,8:00,18,6,24,,,,,
6,8:00,16,9,25,,,,,
7,8:01,12,6,19,,,,,
8,8:01,17,9,26,,,,,
9,8:01,16,9,25,,,,,
10,8:01,14,7,21,,,,,
11,8:01,13,7,20,,,,,
12,8:02,18,7,25,,,,,
13,8:02,12,9,21,,,,,
14,8:02,14,8,23,,,,,
15,8:03,15,7,22,,,,,
16,8:03,15,6,21,,,,,
17,8:03,17,7,24,,,,,
18,8:03,13,6,19,,,,,
19,8:04,13,7,20,,,,,
20,8:04,16,8,24,,,,,
21,8:04,15,10,24,,,,,
22,8:05,16,10,26,,,,,
23,8:05,12,6,18,,,,,
24,8:05,15,8,23,,,,,
25,8:05,18,6,24,,,,,
26,8:06,15,6,22,,,,,
27,8:07,15,8,23,,,,,
28,8:07,16,9,26,,,,,
29,8:07,16,7,23,,,,,
30,8:08,18,6,24,,,,,
31,8:08,16,8,24,,,,,
32,8:08,18,6,24,,,,,
33,8:09,16,9,25,,,,,
34,8:09,13,9,21,,,,,
35,8:10,14,9,23,,,,,
36,8:10,16,10,26,,,,,
37,8:11,18,9,26,,,,,
38,8:11,13,7,20,,,,,
39,8:12,15,8,23,,,,,
40,8:13,15,8,24,,,,,
41,8:13,15,8,23,,,,,
42,8:13,14,6,20,,,,,
43,8:13,17,6,23,,,,,
44,8:13,13,10,23,,,,,
45,8:14,12,6,19,,,,,
46,8:14,15,7,23,,,,,
47,8:14,16,9,25,,,,,
48,8:14,13,8,21,,,,,
49,8:15,16,8,24,,,,,
50,8:15,13,6,19,,,,,
51,8:15,15,8,23,,,,,
52,8:16,17,9,26,,,,,
53,8:16,13,6,19,,,,,
54,8:16,14,7,21,,,,,
55,8:16,13,8,21,,,,,
56,8:17,16,10,26,,,,,
57,8:17,15,10,25,,,,,
58,8:18,18,6,24,,,,,
59,8:19,18,10,28,,,,,
60,8:19,17,6,24,,,,,
61,8:19,12,8,20,,,,,
62,8:19,15,7,22,,,,,
63,8:20,15,8,23,,,,,
64,8:20,18,9,27,,,,,
65,8:20,16,7,23,,,,,
66,8:20,15,9,24,,,,,
67,8:21,16,7,22,,,,,
68,8:21,17,9,26,,,,,
69,8:22,12,7,19,,,,,
70,8:23,13,10,23,,,,,
71,8:23,16,9,25,,,,,
72,8:23,16,9,25,,,,,
73,8:24,15,6,21,,,,,
74,8:24,14,9,23,,,,,
75,8:24,16,6,22,,,,,
76,8:25,15,7,22,,,,,
77,8:25,16,7,23,,,,,
78,8:25,14,7,21,,,,,
79,8:25,17,6,23,,,,,
80,8:25,14,10,24,,,,,
81,8:26,12,8,20,,,,,
82,8:26,13,9,22,,,,,
83,8:26,17,10,27,,,,,
84,8:27,16,7,23,,,,,
85,8:27,13,7,21,,,,,
86,8:27,17,9,26,,,,,
87,8:27,12,10,22,,,,,
88,8:27,13,10,23,,,,,
89,8:28,14,8,22,,,,,
90,8:28,12,7,19,,,,,
91,8:28,13,8,21,,,,,
92,8:28,13,10,23,,,,,
93,8:29,15,7,22,,,,,
94,8:29,15,9,25,,,,,
95,8:30,15,7,22,,,,,
96,8:31,14,10,24,,,,,
97,8:31,15,8,23,,,,,
98,8:32,18,10,28,,,,,
99,8:32,18,6,24,,,,,
100,8:32,15,7,22,,,,,
101,8:33,17,7,24,,,,,
102,8:33,13,7,19,,,,,
103,8:34,14,8,21,,,,,
104,8:35,14,10,24,,,,,
105,8:35,15,9,24,,,,,
106,8:35,16,9,24,,,,,
107,8:35,12,6,19,,,,,
108,8:35,14,6,21,,,,,
109,8:36,16,9,25,,,,,
110,8:36,13,10,22,,,,,
111,8:37,14,8,21,,,,,
112,8:37,12,9,22,,,,,
113,8:37,14,6,20,,,,,
114,8:38,16,8,24,,,,,
115,8:39,16,10,26,,,,,
116,8:40,16,8,24,,,,,
117,8:41,14,10,23,,,,,
118,8:42,16,6,22,,,,,
119,8:43,14,7,21,,,,,
120,8:43,16,7,23,,,,,
121,8:43,16,7,23,,,,,
122,8:44,17,6,24,,,,,
123,8:44,12,9,21,,,,,
124,8:44,18,8,26,,,,,
125,8:45,15,9,25,,,,,
126,8:45,17,7,24,,,,,
127,8:45,15,7,22,,,,,
128,8:45,14,9,23,,,,,
129,8:45,14,9,23,,,,,
130,8:46,14,7,22,,,,,
131,8:46,17,8,25,,,,,
132,8:46,13,8,21,,,,,
133,8:47,15,6,21,,,,,
134,8:47,13,8,21,,,,,
135,8:47,14,8,22,,,,,
136,8:48,17,10,27,,,,,
137,8:48,15,7,22,,,,,
138,8:48,14,9,23,,,,,
139,8:49,16,7,23,,,,,
140,8:49,18,10,28,,,,,
141,8:49,17,10,27,,,,,
142,8:49,15,8,22,,,,,
143,8:49,16,6,22,,,,,
144,8:50,15,6,21,,,,,
145,8:50,18,10,28,,,,,
146,8:51,12,8,20,,,,,
147,8:51,17,7,24,,,,,
148,8:51,14,9,23,,,,,
149,8:51,15,7,22,,,,,
150,8:51,18,8,26,,,,,
151,8:52,15,7,22,,,,,
152,8:52,13,9,22,,,,,
153,8:53,16,7,23,,,,,
154,8:53,13,7,20,,,,,
155,8:53,15,7,22,,,,,
156,8:53,15,10,25,,,,,
157,8:54,16,8,23,,,,,
158,8:55,17,8,25,,,,,
159,8:56,17,7,25,,,,,
160,8:57,14,8,22,,,,,
161,8:57,15,8,23,,,,,
162,8:58,14,6,20,,,,,
163,8:58,17,6,24,,,,,
164,8:58,14,8,22,,,,,
165,8:59,18,8,26,,,,,
166,8:59,17,8,25,,,,,
167,8:59,15,8,24,,,,,
168,9:00,12,10,22,,,,,
169,9:00,18,8,26,,,,,
170,9:01,17,10,27,,,,,
171,9:02,18,7,25,,,,,
172,9:02,17,7,24,,,,,
173,9:03,14,9,23,,,,,
174,9:05,12,7,19,,,,,
175,9:05,18,10,28,,,,,
176,9:06,15,8,23,,,,,
177,9:07,13,7,20,,,,,
178,9:07,12,6,18,,,,,
179,9:07,18,9,27,,,,,
180,9:08,17,7,24,,,,,
181,9:08,15,8,22,,,,,
182,9:09,16,10,26,,,,,
183,9:09,15,7,23,,,,,
184,9:10,13,9,21,,,,,
185,9:11,14,6,20,,,,,
186,9:11,15,7,21,,,,,
187,9:13,16,6,22,,,,,
188,9:13,17,6,23,,,,,
189,9:15,15,6,21,,,,,
190,9:15,14,9,23,,,,,
191,9:15,16,10,26,,,,,
192,9:15,15,10,25,,,,,
193,9:15,12,7,19,,,,,
194,9:16,18,10,27,,,,,
195,9:17,17,7,24,,,,,
