Number,Arrival time,X1,X2,X3,,,,,
1,08:00:00 AM,8.07013153477584,24.8159123508408,32.8860438856166,,,X1,X2,X3
2,08:00:00 AM,8.6427198095645,27.4073000274667,36.0500198370312,,MEAN,11,26,37
3,08:00:00 AM,11.7532273323771,26.6951811273537,38.4484084597308,,,,,
4,08:00:00 AM,13.7742240668966,27.5169835505234,41.29120761742,,,,,
5,08:00:00 AM,13.1432233649709,26.3796807763909,39.5229041413617,,,,,
6,08:01:00 AM,9.27317117831965,24.6569719534898,33.9301431318094,,,,,
7,08:01:00 AM,9.57530442213202,27.6826990569781,37.2580034791101,,,,,
8,08:01:00 AM,11.3824274422437,26.6700949125645,38.0525223548082,,,,,
9,08:01:00 AM,10.4500259407331,27.6006653035066,38.0506912442396,,,,,
10,08:02:00 AM,12.8916287728507,27.8702047791986,40.7618335520493,,,,,
11,08:02:00 AM,12.3027436140019,24.6608172856838,36.9635608996857,,,,,
12,08:02:00 AM,9.85436567278054,24.1435285500656,33.9978942228462,,,,,
13,08:03:00 AM,8.86465041047395,27.1720023194067,36.0366527298807,,,,,
14,08:03:00 AM,12.776818140202,25.5368205816828,38.3136387218848,,,,,
15,08:03:00 AM,13.3950010681478,23.4528336436048,36.8478347117527,,,,,
16,08:04:00 AM,9.92376476332896,25.591204565569,35.514969328898,,,,,
17,08:04:00 AM,11.8489944151128,25.7593005157628,37.6082949308756,,,,,
18,08:04:00 AM,8.55519272438734,25.775597399823,34.3307901242103,,,,,
19,08:05:00 AM,10.9405804620502,26.3531296731468,37.293710135197,,,,,
20,08:05:00 AM,11.4216132084109,25.1764580217902,36.5980712302011,,,,,
21,08:06:00 AM,10.6199530014954,28.7354045228431,39.3553575243385,,,,,
22,08:06:00 AM,9.44474623859371,27.8830225531785,37.3277687917722,,,,,
23,08:06:00 AM,13.6757103183081,28.2338633381146,41.9095736564226,,,,,
24,08:07:00 AM,13.970702230903,27.0004272591327,40.9711294900357,,,,,
25,08:07:00 AM,9.81609546189764,24.6432386242256,34.4593340861232,,,,,
26,08:07:00 AM,12.0103152562029,24.6882839442122,36.6985992004151,,,,,
27,08:08:00 AM,9.46653645435957,28.2267220068972,37.6932584612568,,,,,
