Number,Arrival time,X1,X2,X3,,,,,
1,8:00,13,14,27,,,X1,X2,X3
2,8:00,12,11,23,,MEAN,13,12,25
3,8:00,13,10,23,,,,,
4,8:00,13,14,27,,,,,
5,8:00,11,11,22,,,,,
6,8:00,12,12,24,,,,,
7,8:00,13,10,23,,,,,
8,8:00,10,11,21,,,,,
9,8:01,15,15,30,,,,,
10,8:01,12,13,25,,,,,
11,8:01,10,14,25,,,,,
12,8:01,12,9,21,,,,,
13,8:01,15,10,25,,,,,
14,8:02,11,11,21,,,,,
15,8:02,14,11,25,,,,,
16,8:02,11,14,26,,,,,
17,8:02,12,13,25,,,,,
18,8:02,11,14,24,,,,,
19,8:02,14,13,27,,,,,
20,8:03,14,12,26,,,,,
21,8:03,15,14,29,,,,,
22,8:03,12,13,25,,,,,
23,8:03,13,13,26,,,,,
24,8:04,11,13,23,,,,,
25,8:04,12,10,22,,,,,
26,8:04,11,15,26,,,,,
27,8:05,16,9,25,,,,,
28,8:05,14,12,26,,,,,
29,8:05,11,10,21,,,,,
30,8:06,15,10,25,,,,,
31,8:06,15,14,29,,,,,
32,8:06,15,11,26,,,,,
33,8:07,13,10,23,,,,,
34,8:07,11,9,20,,,,,
35,8:07,16,13,28,,,,,
36,8:07,12,11,23,,,,,
37,8:07,13,10,23,,,,,
38,8:07,12,13,25,,,,,
39,8:08,11,15,25,,,,,
40,8:08,10,13,23,,,,,
41,8:08,11,13,24,,,,,
42,8:08,14,11,25,,,,,
43,8:08,15,14,30,,,,,
44,8:09,10,13,23,,,,,
45,8:09,13,9,23,,,,,
46,8:09,12,9,21,,,,,
47,8:09,12,15,27,,,,,
48,8:09,14,13,27,,,,,
49,8:10,11,12,23,,,,,
50,8:10,10,12,22,,,,,
51,8:11,12,11,22,,,,,
52,8:11,11,11,23,,,,,
53,8:11,10,12,23,,,,,
54,8:11,11,13,24,,,,,
55,8:11,14,14,27,,,,,
56,8:11,12,10,21,,,,,
57,8:12,15,11,26,,,,,
58,8:12,11,12,23,,,,,
59,8:12,12,11,23,,,,,
60,8:12,11,14,25,,,,,
61,8:13,16,13,29,,,,,
62,8:13,15,11,25,,,,,
63,8:13,15,13,27,,,,,
64,8:13,14,10,25,,,,,
65,8:13,15,10,24,,,,,
66,8:13,11,15,25,,,,,
67,8:13,15,12,27,,,,,
68,8:14,10,13,24,,,,,
69,8:15,14,12,26,,,,,
70,8:15,11,10,21,,,,,
71,8:15,15,14,28,,,,,
72,8:15,12,15,27,,,,,
73,8:15,12,10,22,,,,,
74,8:15,14,13,27,,,,,
75,8:16,11,11,22,,,,,
76,8:16,12,15,26,,,,,
77,8:16,15,12,27,,,,,
78,8:16,14,12,26,,,,,
79,8:17,13,9,23,,,,,
80,8:17,14,10,24,,,,,
81,8:17,14,13,27,,,,,
82,8:17,14,10,25,,,,,
83,8:17,12,14,26,,,,,
84,8:17,10,13,23,,,,,
85,8:17,14,14,29,,,,,
86,8:18,14,15,28,,,,,
87,8:18,10,13,23,,,,,
88,8:19,14,10,23,,,,,
89,8:19,13,11,24,,,,,
90,8:19,14,13,27,,,,,
91,8:19,16,9,25,,,,,
92,8:19,13,11,24,,,,,
93,8:19,15,12,28,,,,,
94,8:19,12,12,23,,,,,
95,8:20,15,10,25,,,,,
96,8:20,14,14,28,,,,,
97,8:20,16,14,30,,,,,
98,8:20,10,9,20,,,,,
99,8:20,16,9,25,,,,,
100,8:21,14,9,23,,,,,
101,8:21,11,10,21,,,,,
102,8:21,13,12,24,,,,,
103,8:21,15,12,26,,,,,
104,8:22,13,9,22,,,,,
105,8:22,10,11,22,,,,,
106,8:22,14,10,24,,,,,
107,8:23,14,12,27,,,,,
108,8:23,15,14,29,,,,,
109,8:23,12,12,24,,,,,
110,8:23,13,11,24,,,,,
111,8:23,15,13,28,,,,,
112,8:24,11,12,23,,,,,
113,8:24,10,10,20,,,,,
114,8:24,15,14,29,,,,,
115,8:24,15,15,29,,,,,
116,8:25,10,10,20,,,,,
117,8:25,11,13,24,,,,,
118,8:25,16,14,30,,,,,
119,8:25,13,10,22,,,,,
120,8:25,15,11,26,,,,,
121,8:25,10,10,21,,,,,
122,8:25,11,11,22,,,,,
123,8:25,13,11,24,,,,,
124,8:26,13,13,26,,,,,
125,8:26,10,11,22,,,,,
126,8:26,11,14,25,,,,,
127,8:27,13,15,28,,,,,
128,8:27,12,14,26,,,,,
129,8:27,15,10,26,,,,,
130,8:27,14,12,26,,,,,
131,8:27,14,10,23,,,,,
132,8:27,10,13,24,,,,,
133,8:28,15,12,27,,,,,
134,8:28,14,13,27,,,,,
135,8:30,14,10,24,,,,,
136,8:31,14,12,25,,,,,
137,8:31,13,13,26,,,,,
138,8:31,13,13,26,,,,,
139,8:31,16,12,27,,,,,
140,8:31,13,11,24,,,,,
141,8:31,14,13,27,,,,,
142,8:32,11,14,26,,,,,
143,8:32,13,11,24,,,,,
144,8:32,15,12,27,,,,,
145,8:32,14,12,26,,,,,
146,8:32,16,13,29,,,,,
147,8:33,13,9,22,,,,,
148,8:33,12,13,25,,,,,
149,8:33,12,11,23,,,,,
150,8:33,11,9,20,,,,,
151,8:34,16,14,30,,,,,
152,8:34,12,10,22,,,,,
153,8:34,15,15,30,,,,,
154,8:35,14,11,25,,,,,
155,8:35,11,11,22,,,,,
156,8:35,12,10,22,,,,,
157,8:35,13,13,26,,,,,
158,8:35,14,14,27,,,,,
159,8:35,13,11,24,,,,,
160,8:36,11,11,22,,,,,
161,8:36,15,12,27,,,,,
162,8:36,12,10,22,,,,,
163,8:37,10,12,22,,,,,
164,8:37,12,11,24,,,,,
165,8:38,11,11,22,,,,,
166,8:38,14,12,25,,,,,
167,8:39,14,13,28,,,,,
168,8:39,11,12,23,,,,,
169,8:39,11,11,21,,,,,
170,8:39,16,15,30,,,,,
171,8:39,16,10,25,,,,,
172,8:43,11,14,26,,,,,
173,8:43,11,13,24,,,,,
174,8:43,14,15,29,,,,,
175,8:43,14,14,27,,,,,
176,8:43,14,15,29,,,,,
177,8:43,13,9,23,,,,,
178,8:44,12,13,25,,,,,
179,8:44,14,11,25,,,,,
180,8:44,16,13,29,,,,,
181,8:44,12,15,27,,,,,
182,8:45,16,15,31,,,,,
183,8:45,14,11,24,,,,,
184,8:45,15,9,24,,,,,
185,8:45,14,14,29,,,,,
186,8:45,14,11,25,,,,,
187,8:45,15,14,29,,,,,
188,8:46,13,11,23,,,,,
189,8:46,10,10,20,,,,,
190,8:46,11,12,23,,,,,
191,8:47,14,13,26,,,,,
192,8:47,15,12,27,,,,,
193,8:47,13,13,26,,,,,
194,8:47,10,13,23,,,,,
195,8:47,15,15,30,,,,,
196,8:48,14,9,23,,,,,
197,8:48,10,12,22,,,,,
198,8:48,14,13,27,,,,,
199,8:49,15,15,30,,,,,
200,8:49,12,12,24,,,,,
201,8:49,15,9,24,,,,,
202,8:49,13,13,26,,,,,
203,8:49,13,11,24,,,,,
204,8:49,10,10,20,,,,,
205,8:50,11,11,23,,,,,
206,8:50,11,14,25,,,,,
207,8:50,15,11,26,,,,,
208,8:51,12,10,22,,,,,
209,8:51,11,12,23,,,,,
210,8:51,16,11,26,,,,,
211,8:51,13,9,23,,,,,
212,8:51,15,13,29,,,,,
213,8:52,12,9,22,,,,,
214,8:52,16,11,27,,,,,
215,8:52,14,10,24,,,,,
216,8:52,15,14,29,,,,,
217,8:53,14,10,24,,,,,
218,8:53,16,9,25,,,,,
219,8:53,12,13,25,,,,,
220,8:53,12,15,27,,,,,
221,8:53,14,14,27,,,,,
222,8:53,13,12,25,,,,,
223,8:54,14,10,24,,,,,
224,8:54,16,9,25,,,,,
225,8:55,10,11,22,,,,,
226,8:55,16,14,30,,,,,
227,8:55,13,10,23,,,,,
228,8:55,10,15,25,,,,,
229,8:55,12,11,23,,,,,
230,8:55,11,9,20,,,,,
231,8:55,10,11,21,,,,,
232,8:55,14,11,24,,,,,
233,8:56,10,11,22,,,,,
234,8:56,11,14,26,,,,,
235,8:56,11,14,25,,,,,
236,8:56,15,14,30,,,,,
237,8:56,11,12,23,,,,,
238,8:56,16,12,28,,,,,
239,8:57,11,13,25,,,,,
240,8:57,16,13,28,,,,,
241,8:57,12,11,23,,,,,
242,8:57,14,11,25,,,,,
243,8:58,15,12,26,,,,,
244,8:58,12,13,26,,,,,
245,8:58,11,11,22,,,,,
246,8:59,14,13,26,,,,,
247,8:59,14,12,26,,,,,
248,8:59,12,11,23,,,,,
249,8:59,11,14,25,,,,,
250,8:59,10,12,22,,,,,
251,9:00,14,12,27,,,,,
252,9:00,14,10,23,,,,,
253,9:01,15,12,27,,,,,
254,9:01,15,15,30,,,,,
255,9:01,15,13,29,,,,,
256,9:01,11,14,26,,,,,
257,9:01,15,9,25,,,,,
258,9:02,15,9,24,,,,,
259,9:02,15,14,29,,,,,
260,9:02,14,12,26,,,,,
261,9:03,16,12,27,,,,,
